arid,calvus,15.502,-0.023
arid,calvus,14.404,0.002
arid,calvus,22.678,0.057
humid,ustulatus,16.21,0.032
humid,unifasciatus,30.946,-0.074
arid,calvus,14.347,-0.011
arid,calvus,14.541,-0.021
arid,galapaganus,20.546,0.021
humid,nux,20.994,-0.006
arid,calvus,20.103,-0.034
humid,unifasciatus,31.923,-0.071
humid,nux,24.465,-0.063
arid,rugulosus,24.451,0.063
arid,galapaganus,19.188,0.04
humid,nux,20.61,-0.049
humid,ustulatus,16.193,0.022
humid,ustulatus,15.989,-0.046
arid,rugulosus,25.314,0.067
arid,calvus,16.61,0.005
arid,calvus,13.507,-0.012
arid,calvus,16.744,0.015
humid,nux,21.33,-0.063
arid,galapaganus,20.48,0.168
arid,calvus,19.246,0.008
arid,galapaganus,19.125,0.141
arid,galapaganus,18.642,0.138
arid,invalidus,18.25,-0.009
humid,ustulatus,17.152,-0.017
arid,galapaganus,18.814,0.013
humid,nux,21.081,-0.038
humid,ustulatus,15.852,-0.036
humid,ustulatus,16.743,-0.021
humid,ustulatus,16.602,-0.057
arid,calvus,14.879,-0.015
arid,calvus,12.299,-0.019
humid,nux,21.646,-0.045
arid,calvus,20.539,0.028
arid,rugulosus,21.798,0.022
arid,invalidus,19.211,-0.03
humid,ustulatus,18.168,0.001
humid,nux,24.985,0.008
humid,nux,19.938,-0.07
arid,invalidus,20.176,-0.043
humid,ustulatus,14.846,-0.001
humid,unifasciatus,23.488,-0.096
arid,rugulosus,24.12,0.04
humid,ustulatus,17.32,-0.015
arid,calvus,16.118,0.016
arid,calvus,18.924,0.018
arid,calvus,15.928,0.013
arid,calvus,15.478,0.007
arid,galapaganus,21.282,-0.002
humid,ustulatus,15.838,0.041
arid,galapaganus,19.506,0.027
humid,nux,24.212,-0.029
arid,calvus,18.066,0.011
humid,ustulatus,17.427,-0.009
humid,ustulatus,15.213,-0.038
arid,galapaganus,20.748,0.015
humid,nux,20.504,-0.063
arid,galapaganus,20.311,0.133
humid,ustulatus,17.444,0.015
humid,nux,20.846,-0.023
arid,galapaganus,19.351,0.127
arid,galapaganus,18.679,0.141
humid,nux,24.111,-0.03
humid,ustulatus,17.906,-0.009
arid,calvus,16.322,0.019
arid,invalidus,21.967,0.031
humid,ustulatus,15.992,-0.042
arid,rugulosus,22.788,0.036
humid,ustulatus,17.92,0.023
humid,ustulatus,18.804,-0.014
humid,nux,24.76,-0.042
arid,rugulosus,25.766,0.068
humid,nux,23.452,-0.032
humid,ustulatus,16.145,-0.013
arid,calvus,16.04,0.031
arid,galapaganus,18.868,0.012
humid,ustulatus,17.528,-0.016
humid,ustulatus,16.556,0.001
humid,nux,22.199,-0.036
arid,rugulosus,24.424,0.027
arid,galapaganus,18.8,0.028
humid,nux,21.335,-0.091
arid,calvus,20.191,0.072
arid,galapaganus,19.225,0.105
humid,unifasciatus,23.424,-0.118
humid,ustulatus,15.601,0.009
humid,nux,27.679,-0.05
humid,nux,29.221,-0.01
arid,invalidus,20.373,-0.012
humid,ustulatus,16.037,-0.019
arid,calvus,17.577,0.042
humid,nux,21.852,-0.033
arid,galapaganus,18.969,0.052
arid,calvus,16.933,0.034
arid,galapaganus,19.29,0.024
humid,unifasciatus,24.102,-0.068
humid,unifasciatus,21.398,-0.111
arid,calvus,16.369,0.01
arid,calvus,19.649,-0.012
arid,rugulosus,25.137,0.055
arid,invalidus,18.394,0.01
arid,rugulosus,23.102,0.027
humid,unifasciatus,32.001,-0.087
arid,calvus,16.946,0.021
arid,invalidus,19.054,-0.015
arid,galapaganus,18.527,0.124
humid,ustulatus,18.646,0.018
arid,invalidus,21.361,-0.009
arid,calvus,14.362,0.002
humid,ustulatus,15.858,-0.003
humid,ustulatus,17.201,-0.005
humid,nux,19.886,-0.031
humid,ustulatus,19.264,0.033
arid,invalidus,21.503,-0.007
humid,nux,21.728,0.008
arid,rugulosus,23.312,0.07
arid,invalidus,20.423,-0.001
humid,nux,21.912,-0.086
humid,ustulatus,18.158,-0.028
arid,calvus,16.859,0.015
arid,invalidus,20.488,0.019
humid,nux,22.369,-0.017
